Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2022,BMW,BMX,BMW,X5 xDrive40i,LL66867,1,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G05X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.38,25.4,1,Not eqipped,MBMX10065616,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0467995,0.2066816,244.4895404,0.0051006,,0.0064424,,35.9,MPG,,,,,-1.0767162,-0.9712735,-0.1348010,65.200,-0.38300,0.033450,17.800,-0.34400,0.030520,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X5 xDrive40i,LL66867,2,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G05X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.38,25.4,1,Not eqipped,MBMX10065112,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0553157,0.2592292,252.4305708,0.0043587,,0.0065376,,34.8,MPG,,,,,-0.0832672,-0.2086368,-0.1522307,64.200,-0.39400,0.032560,19.300,-0.38100,0.030080,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X5 xDrive40i,LL66867,2,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G05X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.38,25.4,1,Not eqipped,MBMX10065113,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0164900,0.1655000,350.7488000,0.0299000,,0.0022600,0.0008000,25.0,MPG,23.1000000,25.2000000,26.1000000,25.4000000,-0.2010000,-0.1760000,-0.3600000,64.200,-0.39400,0.032560,19.300,-0.38100,0.030080,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X5 xDrive40i,LL66867,2,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G05X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.38,25.4,1,Not eqipped,MBMX10065114,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0538900,0.2936000,246.5421000,0.0060000,,0.0070560,,35.5,MPG,,,,,2.7220000,2.0270000,0.2870000,64.200,-0.39400,0.032560,19.300,-0.38100,0.030080,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X5 xDrive40i,LL66867,2,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G05X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.38,25.4,1,Not eqipped,MBMX10065115,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0164400,0.1975000,345.9085000,0.0279000,,0.0026300,0.0009000,25.4,MPG,23.6000000,25.3000000,26.9000000,25.4000000,3.5770000,2.3480000,1.4840000,64.200,-0.39400,0.032560,19.300,-0.38100,0.030080,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X5 xDrive45e,LE48294,2,3.000,MBMXJ03.0H05,Both,282,6,GC1P25M0G05X,SA,Semi-Automatic,8,N,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.63,28.2,1,Not eqipped,MBMX10063200,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0022603,0.6097491,419.5224557,0.0094850,0.0038740,0.0006098,,20.9,MPG,14.5000000,23.9000000,,,3.1583506,1.1081582,0.3824243,60.900,0.15800,0.028240,8.600,0.22700,0.025190,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X5 xDrive45e,LE48294,2,3.000,MBMXJ03.0H05,Both,282,6,GC1P25M0G05X,SA,Semi-Automatic,8,N,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.63,28.2,1,Not eqipped,MBMX10063201,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0025771,0.4028602,577.8848387,0.0043091,,0.0016665,,15.2,MPG,,,,,0.4177501,0.1654563,0.7904900,60.900,0.15800,0.028240,8.600,0.22700,0.025190,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X5 xDrive45e,LE48294,2,3.000,MBMXJ03.0H05,Both,282,6,GC1P25M0G05X,SA,Semi-Automatic,8,N,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.63,28.2,1,Not eqipped,MBMX10063330,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,,MPG,,,,,,,,60.900,0.15800,0.028240,8.600,0.22700,0.025190,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X5 xDrive45e,LE48294,2,3.000,MBMXJ03.0H05,Both,282,6,GC1P25M0G05X,SA,Semi-Automatic,8,N,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.63,28.2,1,Not eqipped,MBMX10063331,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.0510962,0.8372802,398.4676119,,,0.0091166,,22.2,MPG,18.8771540,27.9260392,17.7254845,,-0.1827269,-0.2058249,-0.1226398,67.700,0.17500,0.031380,3.800,0.31400,0.026660,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X5 xDrive45e,LE48294,2,3.000,MBMXJ03.0H05,Both,282,6,GC1P25M0G05X,SA,Semi-Automatic,8,N,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.63,28.2,1,Not eqipped,MBMX10063332,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,,MPG,,,,,,,,60.900,0.15800,0.028240,8.600,0.22700,0.025190,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X5 xDrive45e,LE48294,2,3.000,MBMXJ03.0H05,Both,282,6,GC1P25M0G05X,SA,Semi-Automatic,8,N,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.63,28.2,1,Not eqipped,MBMX10064000,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0087000,0.3970000,361.3313000,0.0019000,,0.0028800,0.0014000,24.3,MPG,20.5000000,30.8000000,20.1000000,29.1000000,-0.4910000,-0.3440000,-0.2010000,60.900,0.15800,0.028240,8.600,0.22700,0.025190,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X5 xDrive45e,LE48294,2,3.000,MBMXJ03.0H05,Both,282,6,GC1P25M0G05X,SA,Semi-Automatic,8,N,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.63,28.2,1,Not eqipped,MBMX10064001,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0001400,0.0208000,274.6911000,0.0029000,,0.0000300,,31.9,MPG,,,,,7.1480000,5.2150000,0.0770000,60.900,0.15800,0.028240,8.600,0.22700,0.025190,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X6 M50i,LE40274,1,4.400,LBMXJ04.4N63,Both,523,8,N63B44T3G06X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5500,3.15,23.6,1,Not eqipped,LBMX10058686,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0193467,0.2928469,427.8052019,0.0220161,,0.0032542,0.0004983,20.6,MPG,18.6249700,20.2356094,23.2215680,,-0.8455430,-0.6622559,-1.6144710,65.000,-0.37300,0.033600,-4.200,0.32700,0.025150,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X6 M50i,LE40274,1,4.400,LBMXJ04.4N63,Both,523,8,N63B44T3G06X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5500,3.15,23.6,1,Not eqipped,LBMX10059282,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0170900,0.0887000,282.3089000,0.0044000,,0.0028200,,31.4,MPG,,,,,2.0340000,1.7920000,-0.1180000,65.000,-0.37300,0.033600,-4.200,0.32700,0.025150,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X6 M50i,LE40274,2,4.400,LBMXJ04.4N63,Both,523,8,N63B44T3G06X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5500,3.15,23.6,1,Not eqipped,LBMX10059358,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0180858,0.2603871,440.0307165,0.0235781,,0.0030615,0.0004693,20.1,MPG,18.0673112,19.8399615,22.5141905,,1.3782200,1.0164090,0.0986841,77.800,-0.33600,0.033560,3.300,0.39100,0.025210,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X6 M50i,LE40274,2,4.400,LBMXJ04.4N63,Both,523,8,N63B44T3G06X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5500,3.15,23.6,1,Not eqipped,LBMX10059359,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0311845,0.1311500,295.4137807,0.0047249,,0.0046926,,30.0,MPG,,,,,2.0411990,1.8290070,0.3654957,77.800,-0.33600,0.033560,3.300,0.39100,0.025210,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X6 M50i,LE40274,2,4.400,LBMXJ04.4N63,Both,523,8,N63B44T3G06X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5500,3.15,23.6,1,Not eqipped,LBMX10059360,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0173566,0.1727599,443.4219051,0.0255720,,0.0028931,0.0008028,20.0,MPG,18.2712741,19.7108778,21.9556784,,-0.9181560,-0.4762444,-0.3494240,77.800,-0.33600,0.033560,3.300,0.39100,0.025210,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X6 M50i,LE40274,2,4.400,LBMXJ04.4N63,Both,523,8,N63B44T3G06X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5500,3.15,23.6,1,Not eqipped,LBMX10059361,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0376990,0.1558145,291.0681776,0.0054093,,0.0061520,,30.4,MPG,,,,,-1.1957970,-1.0668670,-0.0375793,77.800,-0.33600,0.033560,3.300,0.39100,0.025210,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X6 xDrive40i,LE38305,0,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G06X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.38,25.4,1,Not eqipped,MBMX10064707,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0154300,0.1446000,330.9803000,0.0250000,,0.0026500,0.0008000,26.5,MPG,23.8000000,26.8000000,28.4000000,27.0000000,-1.6990000,-1.2250000,-0.3220000,64.900,-0.39200,0.030930,14.700,-0.06000,0.025060,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X6 xDrive40i,LE38305,0,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G06X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.38,25.4,1,Not eqipped,MBMX10064708,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0352700,0.2061114,240.3756546,0.0069422,,0.0055709,,36.5,MPG,,,,,-0.0239267,-0.2660615,-0.0490022,64.900,-0.39200,0.030930,14.700,-0.06000,0.025060,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X6 xDrive40i,LE38305,0,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G06X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.38,25.4,1,Not eqipped,MBMX10064713,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0127600,0.1330000,328.7443000,0.0245000,,0.0021900,0.0008000,26.7,MPG,24.8000000,26.7000000,28.2000000,26.8000000,2.2480000,1.3170000,0.2790000,64.900,-0.39200,0.030930,14.700,-0.06000,0.025060,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X6 xDrive40i,LE38305,1,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G06X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.38,25.4,1,Not eqipped,MBMX10064709,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0163200,0.1249000,338.9450000,0.0268000,,0.0023000,0.0008000,25.9,MPG,23.4000000,25.8000000,27.6000000,26.5000000,1.1050000,0.8630000,0.7960000,65.900,-0.38100,0.031860,17.200,-0.11900,0.026860,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X6 xDrive40i,LE38305,1,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G06X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.38,25.4,1,Not eqipped,MBMX10064712,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0227202,0.1374750,244.5601410,0.0072228,,0.0033936,,35.8,MPG,,,,,0.1467797,0.2226082,0.0294526,65.900,-0.38100,0.031860,17.200,-0.11900,0.026860,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X6 xDrive40i,LE38305,2,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G06X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.38,25.4,1,Not eqipped,MBMX10064573,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0127500,0.1102000,348.2125000,0.0283000,,0.0017500,0.0007000,25.2,MPG,23.0000000,26.0000000,26.4000000,25.8000000,-0.0620000,0.2290000,-0.1550000,78.600,-0.34500,0.031310,29.200,-0.06800,0.026060,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X6 xDrive40i,LE38305,2,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G06X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.38,25.4,1,Not eqipped,MBMX10064711,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0223578,0.1655657,271.3354376,0.0063604,,0.0029772,,32.4,MPG,,,,,4.1484585,3.4930666,1.1229318,78.600,-0.34500,0.031310,29.200,-0.06800,0.026060,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X6 xDrive40i,LE38305,2,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G06X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.38,25.4,1,Not eqipped,MBMX10064714,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0167300,0.1127000,349.5647000,0.0275000,,0.0026600,0.0009000,25.1,MPG,23.0000000,25.2000000,26.3000000,25.5000000,0.8600000,0.6560000,0.5760000,78.600,-0.34500,0.031310,29.200,-0.06800,0.026060,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X6 xDrive40i,LE38305,2,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G06X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.38,25.4,1,Not eqipped,MBMX10064715,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0478208,0.3316205,266.1744933,0.0103884,,0.0072670,,32.9,MPG,,,,,1.9711255,1.2701966,0.9297364,78.600,-0.34500,0.031310,29.200,-0.06800,0.026060,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X7 M50i,LE35271,1,4.400,LBMXJ04.4N63,Both,523,8,N63B44T3G07X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.38,24.2,1,Not eqipped,LBMX10058471,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0205454,0.4657366,468.4765306,0.0211539,,0.0028291,0.0005139,18.8,MPG,17.6722066,18.3779317,20.7921866,,1.4848120,0.9695730,-0.0809400,79.800,-0.45600,0.037060,1.300,0.11700,0.029710,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X7 M50i,LE35271,1,4.400,LBMXJ04.4N63,Both,523,8,N63B44T3G07X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.38,24.2,1,Not eqipped,LBMX10058472,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0012296,0.1281208,307.9535926,0.0043784,,0,,28.6,MPG,,,,,3.8761100,3.0387410,-0.0415907,79.800,-0.45600,0.037060,1.300,0.11700,0.029710,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X7 xDrive40i,9A00519,1,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G07X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5500,3.63,27.6,1,Not eqipped,MBMX10064373,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0152400,0.2053000,358.1179000,0.0266000,,0.0021800,0.0008000,24.5,MPG,22.6000000,24.7000000,25.9000000,24.6000000,1.4610000,0.7700000,0.2820000,64.700,-0.32500,0.033130,10.300,0.00600,0.027640,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,X7 xDrive40i,9A00519,1,3.000,MBMXT03.0G0X,Truck,335,6,B58B30M1G07X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5500,3.63,27.6,1,Not eqipped,MBMX10064374,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0219751,0.1839910,259.5495783,0.0059196,,0.0034909,,33.7,MPG,,,,,6.5839256,5.2310180,0.6861494,64.700,-0.32500,0.033130,10.300,0.00600,0.027640,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,Z4 M40i,WW94410,0,3.000,NBMXV03.0B5X,Car,382,6,B58B30O1G29S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,3.15,26.2,1,Not eqipped,NBMX10069540,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0014504,0.0748797,212.2327282,0.0034610,,0.0006963,,41.5,MPG,,,,,6.3210648,4.8892292,-0.1845721,59.100,-0.30300,0.021980,23.900,0.15200,0.016210,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,Z4 M40i,WW94410,0,3.000,NBMXV03.0B5X,Car,382,6,B58B30O1G29S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,3.15,26.2,1,Not eqipped,NBMX10069708,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0119012,0.2472312,316.3472631,0.0176385,,0.0022347,0.0012196,27.8,MPG,26.4000000,27.0000000,30.7000000,,3.0717688,1.5144763,0.5619564,59.100,-0.30300,0.021980,23.900,0.15200,0.016210,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,Z4 sDrive30i,WC17153,0,2.000,KBMXJ02.0B4X,Both,225,4,B4620O1-G29-S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,3.15,26.9,1,Not eqipped,KBMX10055458,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0071900,0.1440220,275.0360000,0.0056778,,0.0012397,0.0004702,32.2,MPG,30.4547000,31.6027000,31.6027000,,-2.0608900,-1.3157100,-1.8753100,55.500,-0.29700,0.023120,22.100,0.07000,0.018200,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMW,Z4 sDrive30i,WC17153,0,2.000,KBMXJ02.0B4X,Both,225,4,B4620O1-G29-S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,3.15,26.9,1,Not eqipped,KBMX10055459,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0003523,0.0158503,193.1370000,0.0018597,,0,,45.9,MPG,,,,,-2.5471700,-2.0635400,-0.6736830,55.500,-0.29700,0.023120,22.100,0.07000,0.018200,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMX,M5 Competition,BM08307,3,4.400,LBMXJ04.4SM5,Both,617,8,S63B44T4F90X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4750,3.15,25.1,1,Not eqipped,LBMX91004348,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0,0.0165521,284.0087891,0.0037235,,0.0000402,0.0000499,31.4,MPG,,,,,1.7544820,1.2491792,0.7231855,71.400,-0.06900,0.023950,3.500,0.25500,0.018620,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMX,M5 Competition,BM08307,3,4.400,LBMXJ04.4SM5,Both,617,8,S63B44T4F90X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4750,3.15,25.1,1,Not eqipped,LBMX91004377,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0152303,0.1508215,427.7408752,0.0201040,0.0002355,0.0024984,0.0011308,20.8,MPG,19.6027260,20.2519245,23.1173077,,1.5858617,1.3584480,1.2584535,71.400,-0.06900,0.023950,3.500,0.25500,0.018620,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMX,M5 Competition,BM08307,4,4.400,LBMXJ04.4SM5,Both,617,8,S63B44T4F90X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4750,3.15,25.1,1,Not eqipped,LBMX10059448,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0082400,0.1379000,557.8936000,0.0317000,0.0008140,0.0013900,0.0008000,15.9,MPG,16.2000000,14.6000000,18.5000000,,1.2730000,1.0490000,0.8460000,71.400,-0.06900,0.023950,3.500,0.25500,0.018620,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMX,M5 Competition,BM08307,4,4.400,LBMXJ04.4SM5,Both,617,8,S63B44T4F90X1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4750,3.15,25.1,1,Not eqipped,LBMX10059449,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0005500,0.0633000,316.5361000,0.0071000,,0.0001400,,27.9,MPG,,,,,7.7920000,6.4640000,0.5600000,71.400,-0.06900,0.023950,3.500,0.25500,0.018620,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMX,M5 CS Sedan,CE67760,0,4.400,NBMXJ04.4SM5,Both,627,8,S63B44T4F90X2,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.15,25.1,1,Not eqipped,NBMX10067974,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0108600,0.0869000,409.1961000,0.0147000,,0.0024000,0.0016000,21.5,MPG,20.2000000,20.8000000,24.1000000,,0.7850000,0.3940000,0.3650000,73.700,-0.37700,0.027640,4.000,0.01200,0.020110,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMX,M5 CS Sedan,CE67760,0,4.400,NBMXJ04.4SM5,Both,627,8,S63B44T4F90X2,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.15,25.1,1,Not eqipped,NBMX10067975,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0003000,0.0029000,268.9963000,0.0031000,,0,,32.7,MPG,,,,,2.4780000,1.6920000,-0.0050000,73.700,-0.37700,0.027640,4.000,0.01200,0.020110,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMX,M5 CS Sedan,CE67760,1,4.400,NBMXJ04.4SM5,Both,627,8,S63B44T4F90X2,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.15,25.1,1,Not eqipped,NBMX10067976,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0135800,0.2026000,629.5029000,0.0291000,,0.0032500,0.0013000,13.9,MPG,14.1000000,12.9000000,16.4000000,,0.3360000,0.1250000,-0.4510000,73.700,-0.37700,0.027640,4.000,0.01200,0.020110,TWC,Three-way catalyst,N,,,N,No averaging
2022,BMW,BMX,BMX,M5 CS Sedan,CE67760,1,4.400,NBMXJ04.4SM5,Both,627,8,S63B44T4F90X2,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.15,25.1,1,Not eqipped,NBMX10067977,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0086900,0.0781000,378.7181000,0.0055000,,0.0040800,,23.2,MPG,,,,,1.2960000,1.1010000,0.1190000,73.700,-0.37700,0.027640,4.000,0.01200,0.020110,TWC,Three-way catalyst,N,,,N,No averaging
